year,iso3,cntry,country_name,cntryID,residur_raw_v2,iussoli2_v2,iussoli3_v2,ecoreq_v2,crimreq_v2,iussoli_v2,natreq_v2,civint_v2,dualcit_v2,CITRIX_v2,CITRIX_firstgen_v2,dualcit_v2_plus1,residur_v2_plus1,intcon_v2_plus1,iussoli_v2_plus1,langtest_v2,cittest_v2,residur_v2,intcon_v2,period,CITRIX_nointcon_v2,CITRIX_catpca_os,CITRIX_1gen_v2,corrected,var1_corrected,var2_corrected,var1_corrected_justification,var2_corrected_justification,var3_corrected,var3_corrected_justification,residur_raw_v1,iussoli2_v1,iussoli3_v1,langtest_v1,cittest_v1,ecoreq_v1,crimreq_v1,iussoli_v1,natreq_v1,civint_v1,intcon_v1,dualcit_v1,residur_v1,CITRIX_v1,CITRIX_firstgen_v1,CITRIX_nointcon_v1,MIPEX_ATN_2020
2003,,ca,Canada,4,3,100,100,100,50,100,75,33.5,100,83.5625,76.602562,101,81,55.25,101,67,0,80,54.25,Post 9/11,93.333336,1.645299153,76.602562,0,N/A,N/A,N/A,N/A,N/A,N/A,3,100,100,50,0,100,50,100,75,25,50,100,92.307693,85.57692,80.769234,83.333336,
2004,,ca,Canada,4,3,100,100,100,50,100,75,33.5,100,83.5625,76.602562,101,81,55.25,101,67,0,80,54.25,Post 9/11,93.333336,1.645299153,76.602562,0,N/A,N/A,N/A,N/A,N/A,N/A,3,100,100,50,0,100,50,100,75,25,50,100,92.307693,85.57692,80.769234,83.333336,
2005,,ca,Canada,4,3,100,100,100,50,100,75,33.5,100,83.5625,76.602562,101,81,55.25,101,67,0,80,54.25,Post 9/11,93.333336,1.645299153,76.602562,0,N/A,N/A,N/A,N/A,N/A,N/A,3,100,100,50,0,100,50,100,75,25,50,100,92.307693,85.57692,80.769234,83.333336,
2006,,ca,Canada,4,3,100,100,100,50,100,75,33.5,100,83.5625,76.602562,101,81,55.25,101,67,0,80,54.25,Post 9/11,93.333336,1.645299153,76.602562,0,N/A,N/A,N/A,N/A,N/A,N/A,3,100,100,50,0,100,50,100,75,25,50,100,92.307693,85.57692,80.769234,83.333336,
2007,,ca,Canada,4,3,100,100,100,50,100,75,33.5,100,83.5625,76.602562,101,81,55.25,101,67,0,80,54.25,Post 9/11,93.333336,1.645299153,76.602562,0,N/A,N/A,N/A,N/A,N/A,N/A,3,100,100,50,0,100,50,100,75,25,50,100,92.307693,85.57692,80.769234,83.333336,87.5
2008,,ca,Canada,4,3,100,100,100,50,100,75,33.5,100,83.5625,76.602562,101,81,55.25,101,67,0,80,54.25,Post 9/11,93.333336,1.645299153,76.602562,0,N/A,N/A,N/A,N/A,N/A,N/A,3,100,100,50,0,100,50,100,75,25,50,100,92.307693,85.57692,80.769234,83.333336,87.5
2009,,ca,Canada,4,3,100,100,100,50,100,75,33.5,100,83.5625,76.602562,101,81,55.25,101,67,0,80,54.25,Great Recession,93.333336,1.645299153,76.602562,0,N/A,N/A,N/A,N/A,N/A,N/A,3,100,100,50,0,100,50,100,75,25,50,100,92.307693,85.57692,80.769234,83.333336,87.5
2010,,ca,Canada,4,3,100,100,100,50,100,75,33.5,100,83.5625,76.602562,101,81,55.25,101,67,0,80,54.25,Great Recession,93.333336,1.645299153,76.602562,0,N/A,N/A,N/A,N/A,N/A,N/A,3,100,100,50,0,100,50,100,75,25,50,100,92.307693,85.57692,80.769234,83.333336,87.5
2011,,ca,Canada,4,3,100,100,100,50,100,75,33.5,100,83.5625,76.602562,101,81,55.25,101,67,0,80,54.25,Great Recession,93.333336,1.645299153,76.602562,0,N/A,N/A,N/A,N/A,N/A,N/A,3,100,100,50,0,100,50,100,75,25,50,100,92.307693,85.57692,80.769234,83.333336,87.5
2012,,ca,Canada,4,3,100,100,100,50,100,75,16.5,100,81.4375,80.769234,101,81,46.75,101,33,0,80,45.75,Great Recession,93.333336,1.645299153,80.769234,0,N/A,N/A,N/A,N/A,N/A,N/A,3,100,100,50,0,100,50,100,75,25,50,100,92.307693,85.57692,80.769234,83.333336,87.5
2013,,ca,Canada,4,3,100,100,100,50,100,75,16.5,100,81.4375,80.769234,101,81,46.75,101,33,0,80,45.75,Great Recession,93.333336,1.645299153,80.769234,0,N/A,N/A,N/A,N/A,N/A,N/A,3,100,100,50,0,100,50,100,75,25,50,100,92.307693,85.57692,80.769234,83.333336,87.5
2014,,ca,Canada,4,4,100,100,100,50,100,75,16.5,100,79.770836,78.205132,101,74.333336,46.75,101,33,0,73.333336,45.75,Great Recession,91.111115,1.522032138,78.205132,1,residur,N/A,as indicated by GLOBALCIT resources and MIPEX CORE,N/A,N/A,N/A,3,100,100,50,0,100,50,100,75,25,50,100,92.307693,85.57692,80.769234,83.333336,87.5
2015,,ca,Canada,4,4,100,100,100,50,100,75,16.5,100,79.770836,78.205132,101,74.333336,46.75,101,33,0,73.333336,45.75,Post Refugee Crisis,91.111115,1.522032138,78.205132,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,87.5
2016,,ca,Canada,4,4,100,100,100,50,100,75,16.5,100,79.770836,78.205132,101,74.333336,46.75,101,33,0,73.333336,45.75,Post Refugee Crisis,91.111115,1.522032138,78.205132,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,87.5
2017,,ca,Canada,4,4,100,100,100,50,100,75,16.5,100,79.770836,78.205132,101,74.333336,46.75,101,33,0,73.333336,45.75,Post Refugee Crisis,91.111115,1.522032138,78.205132,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,87.5
2018,,ca,Canada,4,4,100,100,100,50,100,75,16.5,100,79.770836,78.205132,101,74.333336,46.75,101,33,0,73.333336,45.75,Post Refugee Crisis,91.111115,1.522032138,78.205132,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,87.5
2019,CAN,ca,Canada,4,4,100,100,100,50,100,75,16.5,100,79.770836,78.205132,101,74.333336,46.75,101,33,0,73.333336,45.75,Post Refugee Crisis,91.111115,1.522032138,78.205132,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,87.5
2014,,,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2015,,,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2016,,,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2017,,,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2018,,,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2019,CHL,,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2014,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
2015,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2016,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2017,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2018,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2019,CHN,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2013,,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.75
2014,,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.75
2015,,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.75
2016,,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.75
2017,,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.75
2018,,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.75
2019,HRV,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.75
2007,,,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2008,,,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2009,,,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2010,,,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2011,,,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2012,,,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2013,,,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2014,,,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2015,,,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2016,,,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2017,,,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2018,,,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2019,CYP,,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.125
2007,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.25
2008,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.25
2009,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.25
2010,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.25
2011,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.25
2012,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.25
2013,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.25
2014,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.375
2015,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.375
2016,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.375
2017,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.375
2018,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.375
2019,CZE,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.375
1980,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,Cold War,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,50,38.666668,75,75,75,0,61.53846,43.801281,45.512821,37.888889,
1981,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,Cold War,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
1982,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,Cold War,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
1983,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,Cold War,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
1984,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,Cold War,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
1985,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,Cold War,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
1986,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,Cold War,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,50,38.666668,75,75,75,0,61.53846,43.801281,45.512821,37.888889,
1987,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,Cold War,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
1988,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,Cold War,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
1989,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,Cold War,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
1990,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,Cold War,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
1991,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,Cold War,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
1992,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,1990s,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
1993,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,1990s,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
1994,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,1990s,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
1995,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,1990s,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
1996,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,1990s,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
1997,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,1990s,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
1998,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,1990s,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
1999,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,1990s,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
2000,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,1990s,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
2001,,dk,Denmark,11,7,33,50,100,100,38.61,100,83.5,0,45.923332,45.512821,1,54.333332,92.75,39.610001,67,100,53.333332,91.75,1990s,30.647778,-0.270520814,45.512821,0,N/A,N/A,N/A,N/A,N/A,N/A,7,33,50,50,100,100,100,38.666668,100,75,87.5,0,61.53846,46.926281,49.679485,42.055557,
2002,,dk,Denmark,11,9,33,50,100,50,38.61,75,50,0,35.2775,36.217949,1,41,63.5,39.610001,0,100,40,62.5,Post 9/11,26.203333,-0.492596095,36.217949,0,N/A,N/A,N/A,N/A,N/A,N/A,9,33,50,50,100,100,50,38.666668,75,75,75,0,46.153847,39.955128,40.384617,37.888889,
2003,,dk,Denmark,11,9,33,50,100,50,38.61,75,50,0,35.2775,36.217949,1,41,63.5,39.610001,0,100,40,62.5,Post 9/11,26.203333,-0.492596095,36.217949,0,N/A,N/A,N/A,N/A,N/A,N/A,9,33,50,50,100,100,50,38.666668,75,75,75,0,46.153847,39.955128,40.384617,37.888889,
2004,,dk,Denmark,11,9,0,0,100,50,0,75,50,0,25.625,36.217949,1,41,63.5,1,0,100,40,62.5,Post 9/11,13.333333,-0.93852793,36.217949,0,N/A,N/A,N/A,N/A,N/A,N/A,9,0,0,0,100,100,50,0,75,50,62.5,0,46.153847,27.163462,36.217949,20.833334,
2005,,dk,Denmark,11,9,0,0,100,50,0,75,50,0,25.625,36.217949,1,41,63.5,1,0,100,40,62.5,Post 9/11,13.333333,-0.93852793,36.217949,0,N/A,N/A,N/A,N/A,N/A,N/A,9,0,0,0,100,100,50,0,75,50,62.5,0,46.153847,27.163462,36.217949,20.833334,
2006,,dk,Denmark,11,9,0,0,0,50,0,25,50,0,19.375,19.551283,1,41,38.5,1,0,100,40,37.5,Post 9/11,13.333333,-1.255968842,19.551283,0,N/A,N/A,N/A,N/A,N/A,N/A,9,0,0,0,0,0,50,0,25,0,12.5,0,46.153847,14.663462,19.551283,4.1666665,
2007,,dk,Denmark,11,9,0,0,0,50,0,25,0,0,13.125,19.551283,1,41,13.5,1,0,0,40,12.5,Post 9/11,13.333333,-1.536010747,19.551283,0,N/A,N/A,N/A,N/A,N/A,N/A,9,0,0,0,0,0,50,0,25,0,12.5,0,46.153847,14.663462,19.551283,4.1666665,28.125
2008,,dk,Denmark,11,9,0,0,0,50,0,25,0,0,13.125,19.551283,1,41,13.5,1,0,0,40,12.5,Post 9/11,13.333333,-1.536010747,19.551283,0,N/A,N/A,N/A,N/A,N/A,N/A,9,0,0,0,0,0,50,0,25,0,12.5,0,46.153847,14.663462,19.551283,4.1666665,28.125
2009,,dk,Denmark,11,9,0,0,0,50,0,25,0,0,13.125,19.551283,1,41,13.5,1,0,0,40,12.5,Great Recession,13.333333,-1.536010747,19.551283,0,N/A,N/A,N/A,N/A,N/A,N/A,9,0,0,0,0,0,50,0,25,0,12.5,0,46.153847,14.663462,19.551283,4.1666665,28.125
2010,,dk,Denmark,11,9,0,0,0,50,0,25,0,0,13.125,19.551283,1,41,13.5,1,0,0,40,12.5,Great Recession,13.333333,-1.536010747,19.551283,0,N/A,N/A,N/A,N/A,N/A,N/A,9,0,0,0,0,0,50,0,25,0,12.5,0,46.153847,14.663462,19.551283,4.1666665,28.125
2011,,dk,Denmark,11,9,0,0,0,50,0,25,0,0,13.125,19.551283,1,41,13.5,1,0,0,40,12.5,Great Recession,13.333333,-1.536010747,19.551283,0,N/A,N/A,N/A,N/A,N/A,N/A,9,0,0,0,0,0,50,0,25,0,12.5,0,46.153847,14.663462,19.551283,4.1666665,28.125
2012,,dk,Denmark,11,9,0,0,0,50,0,25,0,0,13.125,19.551283,1,41,13.5,1,0,0,40,12.5,Great Recession,13.333333,-1.536010747,19.551283,0,N/A,N/A,N/A,N/A,N/A,N/A,9,0,0,0,0,0,50,0,25,0,12.5,0,46.153847,14.663462,19.551283,4.1666665,28.125
2013,,dk,Denmark,11,9,33,50,0,50,38.61,25,0,0,22.7775,19.551283,1,41,13.5,39.610001,0,0,40,12.5,Great Recession,26.203333,-1.090078913,19.551283,0,N/A,N/A,N/A,N/A,N/A,N/A,9,33,50,0,0,0,50,38.666668,25,0,12.5,0,46.153847,24.330128,19.551283,17.055555,36.375
2014,,dk,Denmark,11,9,33,50,0,50,38.61,25,0,0,22.7775,19.551283,1,41,13.5,39.610001,0,0,40,12.5,Great Recession,26.203333,-1.090078913,19.551283,0,N/A,N/A,N/A,N/A,N/A,N/A,9,33,50,0,0,0,50,38.666668,25,0,12.5,0,46.153847,24.330128,19.551283,17.055555,48.875
2015,,dk,Denmark,11,9,33,50,0,50,38.61,25,0,100,47.7775,52.884617,101,41,13.5,39.610001,0,0,40,12.5,Post Refugee Crisis,59.536667,-0.550549319,52.884617,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,48.875
2016,,dk,Denmark,11,9,33,50,0,50,38.61,25,0,100,47.7775,52.884617,101,41,13.5,39.610001,0,0,40,12.5,Post Refugee Crisis,59.536667,-0.550549319,52.884617,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,40.625
2017,,dk,Denmark,11,9,0,0,0,50,0,25,0,100,38.125,52.884617,101,41,13.5,1,0,0,40,12.5,Post Refugee Crisis,46.666668,-0.996481153,52.884617,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,40.625
2018,,dk,Denmark,11,9,0,0,0,50,0,25,0,100,38.125,52.884617,101,41,13.5,1,0,0,40,12.5,Post Refugee Crisis,46.666668,-0.996481153,52.884617,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,40.625
2019,DNK,dk,Denmark,11,9,0,0,0,50,0,25,0,100,38.125,52.884617,101,41,13.5,1,0,0,40,12.5,Post Refugee Crisis,46.666668,-0.996481153,52.884617,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,40.625
2007,,,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2008,,,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2009,,,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2010,,,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2011,,,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2012,,,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2013,,,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2014,,,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2015,,,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2016,,,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2017,,,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2018,,,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
2019,EST,,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.625
1980,,fi,Finland,16,5,33,50,50,100,38.61,75,100,0,48.194164,54.807693,1,67.666664,88.5,39.610001,100,100,66.666664,87.5,Cold War,35.09222,0.132216321,54.807693,0,N/A,N/A,N/A,N/A,N/A,N/A,5,33,50,100,100,50,100,38.666668,75,100,87.5,0,76.92308,50.772438,54.807693,42.055557,
1981,,fi,Finland,16,5,33,50,50,100,38.61,75,100,0,48.194164,54.807693,1,67.666664,88.5,39.610001,100,100,66.666664,87.5,Cold War,35.09222,0.132216321,54.807693,0,N/A,N/A,N/A,N/A,N/A,N/A,5,33,50,100,100,50,100,38.666668,75,100,87.5,0,76.92308,50.772438,54.807693,42.055557,
1982,,fi,Finland,16,5,33,50,50,100,38.61,75,100,0,48.194164,54.807693,1,67.666664,88.5,39.610001,100,100,66.666664,87.5,Cold War,35.09222,0.132216321,54.807693,0,N/A,N/A,N/A,N/A,N/A,N/A,5,33,50,100,100,50,100,38.666668,75,100,87.5,0,76.92308,50.772438,54.807693,42.055557,
1983,,fi,Finland,16,5,33,50,50,100,38.61,75,100,0,48.194164,54.807693,1,67.666664,88.5,39.610001,100,100,66.666664,87.5,Cold War,35.09222,0.132216321,54.807693,0,N/A,N/A,N/A,N/A,N/A,N/A,5,33,50,100,100,50,100,38.666668,75,100,87.5,0,76.92308,50.772438,54.807693,42.055557,
